"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KO:K09001",35.72319180546,3.91909854162351,1.47439951873618,2.6580980879476,0.00785830180079614,0.0999165521063427
"KO:K09002",0.306574705711825,0,5.3639361635781,0,1,NA
"KO:K09003",29.1010755862834,-0.130003072210443,2.59755459562378,-0.0500482540114709,0.960083935335255,1
"KO:K09004",17.5262436752456,1.8682832267768,1.1926568726286,1.56648845921553,0.117234308287942,0.484261130284929
"KO:K09005",26.6649259166261,-0.317451598680059,1.34087886462997,-0.236748901823926,0.812851595030898,0.987367583519153
"KO:K09007",107.800235545453,0.125966801534079,0.547227450025686,0.230190940765429,0.817943401083878,0.988918318328596
"KO:K09009",0.865377830586169,-2.37039919579061,5.27431808756872,-0.449422874471206,0.653126633222074,NA
"KO:K09011",1.55794412380791,-2.08073736146359,4.13727692230022,-0.502924363183975,0.615017451304062,NA
"KO:K09012",10.6278295508352,1.2329659871101,1.97804363283409,0.623325980602126,0.533070328200129,0.872895563696123
"KO:K09013",1293.20419304011,0.491621798733777,0.688933079151559,0.713598771217698,0.475475317606879,0.844579296757297
"KO:K09014",3972.63836857732,0.589734505835275,0.720704658399579,0.818274863305115,0.413200255976739,0.805113656077625
"KO:K09015",621.843009554467,0.277030836895452,0.785754300214129,0.352566746144383,0.724413271329678,0.955472432328453
"KO:K09016",1.38156870173119,-0.213680360330647,5.27291999960505,-0.0405241043571024,0.967675290324534,NA
"KO:K09017",10.8087474129943,2.69219797010456,1.59264130669046,1.69039818243758,0.090951802557899,0.434221508986099
"KO:K09018",16.0236489795885,2.41263524921896,1.90625276119831,1.26564288762122,0.205640964157302,0.607724894075093
"KO:K09019",17.6596429327353,-0.826436123201771,1.39784201530478,-0.591222837883848,0.55437112258159,0.883364837877642
"KO:K09020",41.0427578050414,-2.20209173410496,1.28194429834905,-1.71777489625792,0.0858376821321189,0.419320430767786
"KO:K09021",0.559819821413948,0,5.36496880509272,0,1,NA
"KO:K09022",93.0415293552343,-0.150196042395403,0.730934631825002,-0.205484917331653,0.837193280903908,0.991212177824251
"KO:K09023",2.24449530784835,0.729179864223584,2.61621947643357,0.278715096646862,0.780463475991499,NA
"KO:K09024",0.650514557012421,1.78075451552116,5.30169481579461,0.335884010187837,0.736958335301936,NA
"KO:K09031",0.0658575759509173,0,5.35819454473827,0,1,NA
"KO:K09043",0.711140554060005,0,5.36735801502114,0,1,NA
"KO:K09051",0.776718974391367,0,5.36178480699229,0,1,NA
"KO:K09062",0.0436913092059938,-0.830667355040253,5.35733523512924,-0.155052338258278,0.876780056224376,NA
"KO:K09065",11.6698024249257,4.00687192437181,2.51462115669615,1.59342965587559,0.111063837276884,0.469627312683255
"KO:K09117",464.498142255621,-0.231583136467123,0.648261327920052,-0.357237315405128,0.720914152797533,0.955024119352263
"KO:K09118",116.954442337679,0.396942806649439,0.796364366761099,0.498443706445392,0.618171337477502,0.91416224966697
"KO:K09120",7.77678981962578,1.87117846899742,5.31124776019165,0.352304873258238,0.724609633814497,0.955472432328453
"KO:K09121",22.5783189475004,-1.2493574450775,1.31220146532279,-0.952107948431656,0.341042238367161,0.749766061769754
"KO:K09122",4.18700741959169,-0.557423063186615,2.16922572314179,-0.256968676537393,0.797202953791546,0.982234741601306
"KO:K09123",34.2311417978118,0.0661494977996235,1.01115757503112,0.0654195739942781,0.947839939667799,1
"KO:K09124",0.209027885092403,0,5.36100746559061,0,1,NA
"KO:K09125",148.04240526804,5.06018665129806,1.65677573131676,3.05423755047182,0.00225633339772895,0.0429900006078956
"KO:K09127",0.417746433304682,0,5.35018343150996,0,1,NA
"KO:K09128",16.6422528909888,2.36124162766793,1.58545338675692,1.48931633524584,0.136404088171652,0.523000130813589
"KO:K09129",4.71648610118475,-4.12454282987618,2.4519322854017,-1.68216016993327,0.0925377853038444,0.436721690847225
"KO:K09131",14.1872132406757,-1.68502012844016,1.6569304300515,-1.01695285322739,0.309175858387572,0.716082247918085
"KO:K09132",0.199971871766132,-0.246021741233773,5.34995009353777,-0.0459858011630696,0.96332156696769,NA
"KO:K09134",94.4188131379687,-2.89228456444687,1.0833478535833,-2.66976535272608,0.00759042707302097,0.097855680035462
"KO:K09136",39.0077863433468,-4.83866113180418,1.91892368591976,-2.52154953701817,0.0116839223089386,0.131001553160827
"KO:K09137",9.98136842595552,-6.35054778029059,3.40914676664114,-1.86279682718015,0.062490856610866,0.360711652824032
"KO:K09139",0.223556601885435,0,5.35761170593282,0,1,NA
"KO:K09140",20.5986506548285,-5.88563969376787,4.9361227436242,-1.19236088717002,0.233119769720493,0.641059191737919
"KO:K09141",6.1316546075857,-0.907243380035194,2.9719000554569,-0.305273852789681,0.760157588502769,0.967164451188004
"KO:K09142",0.616849829553849,-3.55143991524565,5.31730466841987,-0.667902280705879,0.50419597146763,NA
"KO:K09143",18.8043349742118,0.147639472508794,1.09950201055434,0.134278492528047,0.893182359685398,1
