Feature,3300044942_P34SSC2_190917_f,3300044943_P34SSC2_190917_i,3300044944_P34SSC2_190917_c,3300044945_P34SSC2_191111_f,3300045458_P15SSC1_190915_i,3300045459_P15SSC1_191107_f,3300045460_P15SSC1_191107_i,3300045461_P24SSC2_190915_c,3300045462_P24SSC2_190915_f,3300045463_P24SSC2_190915_i,3300045464_P24SSC2_191109_c,3300045465_P24SSC2_191109_i,3300045466_P26SSC2_190918_c,3300045467_P26SSC2_190918_f,3300045468_P26SSC2_190918_i,3300045469_P26SSC2_191112_c,3300045470_P26SSC2_191112_f,3300045471_P35SSC1_191108_f,3300045472_P35SSC1_191108_i,3300045473_P26SSC2_191112_i,3300046191_P34SSC2_191111_c,3300048051_P15SSCI_191107_c,3300048052_P35SSC1_190914_c,3300048053_P35SSC1_190914_i,3300048054_P35SSC1_191108_c,3300048092_P11SSC1_190916_c,3300048093_P11SSC1_190916_f,3300048094_P11SSC1_190916_i,3300048095_P11SSC1_191119_f,3300048096_P11SSC1_191119_i,3300048099_P15SSC1_190912_c,3300048100_P15SSC1_190913_f
KO:K11959,23853,4194,235,356,14724,38,11,175,27491,8436,170,148,110,14607,285,0,5253,4654,3804,2072,13,0,0,671,0,555,14270,8417,1182,601,291,5251
KO:K11960,2774,495,0,9,796,0,384,0,1390,338,0,0,0,1429,0,0,351,352,282,195,6,0,0,31,0,16,3227,2264,112,146,0,606
KO:K11961,1311,263,0,9,632,0,0,7,771,228,10,0,0,903,11,0,226,247,239,95,0,0,0,27,0,6,1698,1177,75,20,2,405
KO:K11962,909,209,3,10,464,0,0,0,461,261,0,0,0,363,0,0,86,153,188,63,14,0,0,11,0,10,458,1012,49,21,0,494
KO:K11963,1671,223,7,10,214,0,0,0,340,155,0,0,0,261,0,7,100,67,104,59,32,0,0,10,0,0,392,651,33,16,0,297
KO:K11968,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,8,0,5,0,0,0,0,0,0,0,0,0,4,0,0
KO:K11982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11987,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11991,157,51,66,48,112,48,11,51,170,42,31,0,0,173,19,33,53,68,122,49,84,94,0,0,8,66,8002,61,290,93,53,5226
KO:K11996,3683,633,435,519,939,748,934,408,1905,733,1764,636,503,1604,133,898,1997,1657,881,1613,751,4,18,32,64,468,1312,577,1597,1036,366,555
KO:K11997,7,0,16,0,0,0,0,0,18,13,0,0,95,13,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,16
KO:K12035,7,0,16,0,0,0,0,0,18,0,0,0,95,13,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,16
KO:K12041,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12046,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12055,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12056,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,18
KO:K12057,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
KO:K12058,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12059,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
KO:K12060,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
KO:K12061,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12062,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12063,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12065,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12066,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
KO:K12068,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0
KO:K12070,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12071,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12072,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12115,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12137,6,0,0,0,32,0,0,0,4,0,0,0,0,10,0,4,0,0,0,5,3,0,0,0,0,0,0,22,6,0,0,0
KO:K12140,32,12,0,0,23,0,0,0,0,0,7,0,0,20,0,0,0,0,0,0,6,0,0,0,0,11,9,11,0,0,0,25
KO:K12141,33,7,0,0,31,0,0,4,19,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,22,9,0,3,0,0
KO:K12146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
KO:K12148,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12152,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12165,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
KO:K12191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
KO:K12194,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
KO:K12199,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
KO:K12217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12234,10,10,9,0,31,0,0,0,22,3,0,0,16,0,0,17,0,0,0,10,0,0,0,0,0,8,0,12,18,9,4,6
KO:K12240,45,208,91,0,0,0,0,71,0,172,0,0,32,7,0,0,0,0,94,9,8,0,0,27,0,29,0,0,0,0,10,98
KO:K12242,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12251,325,124,56,3,199,43,0,39,243,154,65,0,50,171,0,83,99,110,93,91,64,57,6,0,2,77,119,137,28,90,50,185
KO:K12252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12254,128,351,0,0,25,0,0,8,216,120,0,0,0,24,0,0,0,72,530,105,0,0,0,131,0,0,18,110,6,0,0,146
KO:K12255,6,50,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,56,7,0,0,0,12,0,0,8,0,0,0,0,0
KO:K12256,219,254,0,0,49,0,0,15,180,69,0,10,4,28,0,0,0,38,742,94,0,0,0,109,0,90,39,122,12,0,32,78
KO:K12257,1508,285,93,143,456,31,79,103,587,356,227,28,162,341,0,45,336,392,80,158,395,0,0,5,15,249,397,257,453,247,244,446
KO:K12261,250,227,155,36,162,0,0,216,320,252,46,124,119,148,0,46,38,125,71,169,24,0,0,11,4,322,188,204,138,142,282,319
KO:K12262,247,341,0,8,92,0,0,12,166,134,67,43,0,14,0,36,14,75,589,246,20,0,0,183,0,81,58,55,52,67,45,52
KO:K12263,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
KO:K12264,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12266,64,23,5,0,43,0,0,16,67,61,0,0,23,35,11,3,0,11,14,0,0,0,0,3,0,14,35,0,11,0,38,30
KO:K12267,491,93,29,13,158,0,30,29,359,135,0,22,17,63,0,0,70,45,26,12,33,95,0,0,0,139,215,79,79,7,58,43
KO:K12272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
KO:K12273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
KO:K12276,12,0,0,0,0,0,0,5,9,0,0,0,0,4,0,8,0,11,14,16,0,0,0,0,0,8,10,0,0,0,0,0
KO:K12278,29,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,9,0
KO:K12279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
KO:K12282,18,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,4,0,3,0,0,0,0
KO:K12283,9,0,0,0,0,0,0,6,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
KO:K12284,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,10,0,0,0,0,0
KO:K12287,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
KO:K12297,8,23,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,10,22,0,0,0,10,0,0,4,14,0,0,0,0
KO:K12301,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12308,22,15,13,12,4,0,0,5,17,4,0,0,0,16,0,14,13,5,32,3,0,0,5,0,0,7,10,6,4,7,8,0
KO:K12311,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
KO:K12314,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
KO:K12339,1097,262,96,152,298,177,77,85,661,137,585,245,193,470,26,573,807,570,264,368,159,0,17,11,32,266,467,246,386,258,150,190
KO:K12340,694,203,20,7,216,16,28,32,362,279,61,0,46,83,13,0,94,180,164,137,16,124,0,13,0,145,290,173,77,24,105,390
KO:K12348,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12349,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,11,0
KO:K12350,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12368,511,410,64,0,169,13,0,29,325,369,32,0,61,34,0,23,95,84,645,276,7,0,7,48,5,178,201,190,105,48,133,308
KO:K12369,6,0,0,0,22,0,0,0,25,0,0,0,32,5,0,0,0,0,91,0,0,0,0,0,0,17,33,8,12,0,18,9
KO:K12370,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,4,17,23,11,6,3,4,5
KO:K12371,15,10,0,0,0,0,0,0,12,0,28,0,0,0,0,0,0,18,73,0,0,0,0,0,0,39,16,9,6,3,32,13
KO:K12372,0,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,50,0,0,0,0,5,0,30,15,10,15,0,0,11
KO:K12373,85,0,0,0,6,38,0,0,87,6,21,0,0,21,0,0,14,8,0,0,3,0,0,0,0,0,18,0,4,0,34,37
KO:K12375,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12382,8,0,0,7,0,27,0,8,52,18,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
KO:K12383,17,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0
KO:K12385,9,0,0,0,0,0,0,0,11,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0
KO:K12392,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
KO:K12393,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
KO:K12396,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12402,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12405,0,3,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,9,7,0,3,0,0,16
KO:K12410,61,50,5,0,95,0,0,24,70,39,26,0,0,40,0,11,18,23,29,0,10,120,0,0,0,53,91,61,40,12,52,109
KO:K12420,5,0,0,13,0,0,0,0,0,21,11,0,0,0,0,3,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12421,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
KO:K12423,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12426,0,0,0,0,55,17,13,0,0,0,0,0,0,38,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18,63
KO:K12427,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
KO:K12428,0,0,0,0,71,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,28
KO:K12429,0,0,0,0,18,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12433,0,0,0,4,7341,187,111,0,19,0,154,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,76,121
KO:K12436,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,4
KO:K12437,0,0,0,0,103,62,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,33,12
KO:K12440,0,0,0,0,38,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18
KO:K12441,0,0,0,0,81,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
KO:K12442,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12443,0,0,0,0,187,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
KO:K12444,0,0,0,0,38,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21
KO:K12446,29,0,6,0,13,0,0,0,44,32,0,0,24,37,0,0,103,49,6,14,0,0,0,0,0,0,8,0,12,0,0,9
KO:K12448,10,7,0,0,0,0,0,0,8,0,0,0,12,0,0,40,18,0,0,37,6,0,0,0,0,16,0,12,17,17,0,11
KO:K12449,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0
KO:K12452,95,33,12,4,14,0,0,5,28,4,0,0,0,12,0,0,0,15,46,15,0,0,0,0,0,42,5,23,0,10,7,41
KO:K12454,151,46,13,4,21,0,0,7,70,30,0,0,0,8,0,0,0,20,61,0,3,0,0,0,0,50,48,71,30,8,12,6
KO:K12462,0,0,0,0,0,0,0,4,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9
KO:K12466,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
KO:K12471,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
KO:K12472,0,0,0,0,0,0,4,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
KO:K12493,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
KO:K12495,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12500,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12503,5,0,0,0,19,0,5,14,25,8,13,10,0,0,0,0,0,13,0,23,0,0,0,0,0,0,0,4,0,7,17,27
KO:K12506,6,0,0,0,5,0,0,0,8,8,0,0,0,17,0,0,0,0,0,20,0,0,0,0,0,19,0,6,3,0,12,30
KO:K12507,29,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0
KO:K12508,12,5,0,10,40,0,0,16,23,6,13,0,0,302,0,31,0,12,14,0,12,0,0,0,0,28,11,21,0,0,16,48
KO:K12510,493,207,102,4,72,0,0,60,161,80,20,0,46,96,0,7,46,21,70,12,5,22,9,0,0,175,114,373,58,13,66,127
KO:K12511,428,229,116,0,68,26,3,145,262,194,0,0,103,126,0,0,20,39,146,0,9,22,4,4,0,217,236,314,30,16,105,153
KO:K12512,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
KO:K12524,336,3,7,0,300,0,0,17,206,33,8,0,0,143,0,18,15,32,0,25,2,131,0,2,0,28,62,32,26,6,11,84
KO:K12525,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12526,378,74,5,28,39,0,0,39,97,65,0,0,47,56,0,9,8,70,50,0,8,0,0,0,0,72,160,38,15,18,13,140
KO:K12527,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
KO:K12528,20,16,13,0,0,0,0,0,14,39,0,0,15,7,0,0,0,5,4,4,26,0,0,0,0,10,33,8,9,0,0,22
KO:K12536,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,19,0,10,0,0,0,0
KO:K12537,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
KO:K12538,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,8,0,0,0,0,0,0,0,0
KO:K12541,35,23,0,26,3,0,3,7,62,10,0,0,0,0,0,3,4,0,70,0,0,0,0,12,0,0,0,59,8,7,0,0
KO:K12542,25,4,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,48,0,0,0,0,5,0,0,0,7,0,0,0,0
KO:K12543,313,257,76,12,19,0,0,23,143,147,0,9,85,87,0,0,14,22,156,53,0,0,6,0,0,16,87,222,10,6,34,55
KO:K12544,160,19,0,0,74,0,0,5,86,43,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,42,38,39,8,0,12,50
KO:K12549,151,55,0,0,20,0,4,0,60,12,0,0,0,0,0,0,0,0,35,6,0,0,0,104,0,0,5,8,0,0,0,4
KO:K12555,0,0,0,0,0,0,0,0,8,26,0,0,0,5,0,0,0,0,0,13,12,0,0,12,0,0,0,0,0,8,0,6
KO:K12562,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
KO:K12567,40,25,16,0,93,0,0,12,15,17,0,0,39,22,0,0,18,6,13,7,5,0,0,10,0,30,31,97,11,11,3,30
KO:K12572,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
KO:K12573,508,106,16,48,172,0,4,27,346,78,93,25,16,117,0,10,85,104,298,240,57,126,0,30,0,23,87,160,101,50,64,225
KO:K12574,465,99,79,95,191,295,97,49,134,104,512,188,0,202,15,81,170,153,103,301,86,0,3,0,3,83,131,154,196,273,127,98
KO:K12581,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0
KO:K12583,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12585,26,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12589,65,12,8,16,0,0,0,17,38,25,11,11,0,21,0,213,40,69,0,0,0,0,2,0,3,11,4,3,18,0,8,0
KO:K12592,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
KO:K12600,194,76,76,7,88,0,9,57,109,84,10,0,88,107,15,32,30,103,49,57,26,0,11,0,2,108,68,51,48,22,30,39
KO:K12603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0
KO:K12604,0,0,0,0,0,139,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,0,0
KO:K12606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
KO:K12608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
KO:K12609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
KO:K12611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12613,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K12614,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
KO:K12617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K12618,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K12619,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
KO:K12645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12655,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12657,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12658,11,0,0,0,7,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,0,10,0
KO:K12659,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17
KO:K12661,4,8,0,4,0,0,0,0,5,0,9,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,10,4,0,0,0
KO:K12666,5,0,0,0,0,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K12670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
KO:K12678,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12685,14,3,0,8,9,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12686,24,20,0,50,0,57,16,22,10,44,32,38,0,0,0,0,0,0,53,37,80,0,0,9,4,0,13,13,56,53,28,28
KO:K12710,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K12714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
KO:K12722,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
KO:K12741,293,45,17,31,0,0,0,43,32,53,66,0,10,107,0,0,76,57,14,0,10,0,14,8,0,6,11,21,0,0,0,5
